id_client,predicted_prob
98,4.186520176669033e-113
99,3.667211405969177e-73
100,2.3614697519460295e-76
101,2.7092570664244075e-214
102,1.7242595501601364e-174
103,1.617473547648216e-174
104,1.0
105,3.526129606279985e-129
106,2.3460937531096827e-32
107,2.1414998486302596e-107
108,1.0
109,3.1122170759676346e-233
110,6.291481040731405e-190
111,3.667211405969177e-73
112,1.3303445591252638e-173
113,1.0
114,1.62101193394887e-75
115,1.9932932508880655e-143
116,6.679823064743193e-119
117,4.1475947567617253e-156
118,1.1703596228049955e-54
119,4.542605577177487e-15
120,1.2797850394746297e-165
121,4.6267427576913304e-05
122,1.1915541583445784e-10
123,3.5718291767034545e-82
124,1.5374717833914172e-105
125,8.262982636763708e-166
126,7.69579672999168e-135
127,2.2739875052536605e-212
128,1.1938861022066743e-231
129,1.236983674875025e-134
130,4.054122649849212e-198
131,3.461862338470987e-188
132,1.8984418522892457e-152
133,1.0
134,7.580374547552233e-127
135,5.488028849829814e-24
136,3.242951053466933e-82
137,3.2931241858659585e-85
138,1.8160313165040184e-32
139,1.0
140,1.1915541583445784e-10
141,7.253773924443283e-68
142,1.0
143,1.0
144,9.55166721795204e-67
145,7.90631278598392e-43
146,3.588434454612413e-118
147,1.052416900984677e-28
148,1.938480887712052e-13
149,1.6467403319611682e-138
150,3.4464586860682263e-41
151,3.839030941429298e-71
152,6.071971464148623e-186
153,2.124378422269113e-173
154,1.0
155,4.054122649849212e-198
156,1.0
157,1.3828681936956447e-187
158,1.4897457398690717e-90
159,3.526129606279985e-129
160,1.811061791561766e-194
161,7.511552029048938e-158
162,1.4352811810936833e-38
163,4.2988344293298086e-63
164,1.0
165,0.9999999998514366
166,6.577533351431017e-65
167,9.710332563048146e-43
168,1.369665567105702e-96
169,4.054122649849212e-198
170,1.0
171,1.0
172,9.625479526633364e-13
173,5.339058123976955e-88
174,3.667211405969177e-73
175,2.820656476120967e-24
176,2.891068530963111e-59
177,4.8964514463011445e-250
178,5.227079196548073e-07
179,1.731237883063536e-82
180,9.126894569696224e-29
181,8.298089822370346e-118
182,5.156570534246152e-06
183,7.746640609357813e-241
184,1.0
185,0.9999999999999998
186,1.0
187,2.8291060754269502e-118
188,1.0
189,1.0
190,1.0
191,1.7938061508816078e-240
192,0.9731969040429814
193,4.195677918095779e-236
194,2.1674299781896742e-141
195,6.059436668501641e-195
196,7.736419441910447e-52
197,6.064429372935858e-85
198,7.51182672670722e-41
199,0.0007553605420131848
200,1.0
201,0.6473957810548825
202,6.9024870252199475e-115
203,6.6241029899846384e-52
204,5.334397967925108e-125
205,9.142927310999908e-166
206,4.5085427226465315e-66
207,1.6928042303136825e-198
208,2.9855820786783786e-196
209,2.8095270809569093e-35
210,0.015352238347856952
211,3.839030941429298e-71
212,1.220564554166312e-76
213,5.3349174653098185e-112
214,7.253773924443283e-68
215,5.074109654599396e-58
216,8.23690296333132e-170
217,1.0
218,1.2704049005220994e-72
219,3.006036371870172e-126
220,4.186520176669033e-113
221,6.675697622028841e-166
222,3.526129606279985e-129
223,1.0
224,2.553882130296984e-125
225,1.0
226,2.17191971889483e-72
227,4.054122649849212e-198
228,3.8298256354851204e-85
229,4.195677918095779e-236
230,2.8829309811320033e-70
231,4.186520176669033e-113
232,4.054122649849212e-198
233,3.2419161017154793e-85
234,4.054122649849212e-198
235,3.562249646279339e-21
236,6.0231374827972175e-06
237,3.1845782113419465e-134
238,4.186520176669033e-113
239,8.460233030180476e-07
240,2.068644942415121e-143
241,7.674711002368546e-24
242,3.461862338470987e-188
243,6.761891040544988e-51
244,2.3460937531096827e-32
245,1.0
246,2.3460937531096827e-32
247,1.0
248,2.0312385606909977e-91
249,8.982529566730977e-06
250,1.6841849374749943e-143
251,5.6515461703306594e-64
252,0.9999999983590129
253,8.814369482717516e-193
254,2.507169089435189e-19
255,5.827132061508178e-58
256,0.9999999999999951
257,1.2442101132987198e-188
258,1.4995923521819692e-190
259,2.2772228215917287e-157
260,2.3006644942106706e-123
261,0.9999156590229435
262,6.541857851506374e-200
263,9.142927310999908e-166
264,1.0
265,3.174412370549912e-20
266,4.132826588115175e-98
267,1.8815563939474205e-14
268,1.0
269,3.7043106387167387e-125
270,4.186520176669033e-113
271,3.3152254730699196e-111
272,1.593651831526181e-72
273,4.063618840767735e-68
274,9.741817685551105e-85
275,4.054122649849212e-198
276,4.054122649849212e-198
277,1.924059903543997e-198
278,5.09689071335119e-247
279,4.054122649849212e-198
280,5.472168841288475e-45
281,8.299311721162021e-112
282,3.052664035549854e-93
283,6.541857851506374e-200
284,1.5453931504696592e-131
285,2.580008953262644e-42
286,1.033657452518543e-72
287,9.423235448054869e-75
288,1.9288717321955882e-108
289,4.6747852325725125e-198
290,1.2232156218970839e-32
291,4.3903749119399385e-124
292,4.195677918095779e-236
293,2.7282950755441315e-84
294,4.838011788536572e-236
295,2.9541111087014986e-161
296,6.761891040544988e-51
297,6.133797712450599e-12
298,6.84470024377289e-07
299,2.6111687748466327e-98
300,0.999221947922237
301,6.291481040731405e-190
302,2.820656476120967e-24
303,4.054122649849212e-198
304,3.4569011315165305e-212
305,0.99999999999913
306,0.0013541697641723345
307,4.195677918095779e-236
308,0.9999999998514366
309,7.79019703226941e-126
310,1.2704049005220994e-72
311,6.541857851506374e-200
312,1.071177909594842e-106
313,7.053618481208741e-09
314,1.2704049005220994e-72
315,0.9999843347469001
316,7.325078871652969e-161
317,2.6863916807783793e-107
318,2.031048085406269e-36
319,1.6194512426204854e-197
320,1.3085401312552138e-87
321,5.041870696723251e-174
322,1.0
323,4.186520176669033e-113
324,9.195235471037012e-169
325,4.195677918095779e-236
326,1.644554451197058e-166
327,6.181943175622825e-123
328,2.7948645730907105e-203
329,1.443238954450329e-67
330,5.687110577923425e-176
331,1.0232026995296063e-54
332,6.541857851506374e-200
333,0.9999999999993661
334,3.839030941429298e-71
335,4.186520176669033e-113
336,4.6747852325725125e-198
337,9.423235448054869e-75
338,0.9999999999999998
339,1.0
340,2.66010774918e-122
341,1.0
342,1.0954717527641296e-222
343,9.98829813925746e-96
344,9.195235471037012e-169
345,1.9660127964962034e-199
346,4.1332666259355137e-70
347,3.100392012766442e-135
348,4.063763621399488e-161
349,0.9999999999999998
350,9.864461565542527e-38
351,1.0582420519644805e-97
352,4.1450197654516926e-42
353,7.253773924443283e-68
354,1.0413360172002878e-84
355,5.156570534246152e-06
356,3.526129606279985e-129
357,1.6194512426204854e-197
358,4.186520176669033e-113
359,1.1342071112462236e-174
360,8.922430307860636e-66
361,2.785693966239382e-198
362,1.0643245097690176e-243
363,1.0653597043107835e-164
364,1.911424475693139e-74
365,8.858186416006442e-192
366,3.052664035549854e-93
367,3.2001967386939006e-84
368,3.839030941429298e-71
369,1.0
370,1.0571433582826991e-166
371,1.369665567105702e-96
372,0.0001961220166537365
373,1.293363447408833e-192
374,6.546611216282458e-69
375,6.231012675936928e-67
376,2.785693966239382e-198
377,4.972138347739257e-38
378,2.0889663818008126e-196
379,8.0339835573937905e-109
380,0.9929557314388104
381,1.0
382,8.327568467654607e-103
383,4.054122649849212e-198
384,1.2625098707320826e-169
385,4.129483322302358e-192
386,1.8723637254081338e-06
387,2.3460937531096827e-32
388,3.100392012766442e-135
389,7.590857143379502e-10
390,4.054122649849212e-198
391,7.253773924443283e-68
392,7.666288219915847e-161
393,6.541857851506374e-200
394,2.1841185895519334e-142
395,1.4606878547053629e-12
396,1.983450488542249e-97
397,7.647997462575766e-211
398,4.218160766742953e-33
399,9.502507411422752e-193
400,3.3366537909776232e-105
401,6.84470024377289e-07
402,6.214785085182216e-235
403,6.667660512918605e-21
404,1.0
405,6.541857851506374e-200
406,6.291481040731405e-190
407,4.054122649849212e-198
408,9.173347520487978e-206
409,7.792275786969239e-222
410,4.054122649849212e-198
411,8.025796210149577e-164
412,2.8647359947611704e-42
413,4.369255380472114e-161
414,1.0
415,4.195677918095779e-236
416,8.159052467680313e-111
417,1.844087481123277e-55
418,1.0
419,1.4752792288330107e-65
420,1.9383084069925766e-40
421,1.3519206409427852e-124
422,3.213312769107561e-150
423,1.1915541583445784e-10
424,1.1703596228049955e-54
425,1.330264156761872e-83
426,3.1637249358032067e-140
427,1.4995923521819692e-190
428,7.661604771515989e-166
429,1.279002178885037e-42
430,5.80587204475216e-75
431,2.405150175295389e-193
432,2.525824494285685e-121
433,1.6935548572913206e-50
434,0.9999999998514366
435,8.299311721162021e-112
436,1.2438922679660532e-173
437,6.577533351431017e-65
438,9.635760351985647e-181
439,8.299311721162021e-112
440,1.09848235465981e-127
441,4.2640807411071657e-97
442,1.0
443,1.5124669959363893e-193
444,0.0003294612275495282
445,2.5820636587132888e-141
446,2.9550644333224094e-34
447,0.973112202903508
448,0.9999999999999993
449,0.9999999999916689
450,4.909093648192008e-140
451,0.9997227795101817
452,6.534403550641763e-24
453,9.58490940684643e-174
454,0.9999318642930078
455,1.7989530431907558e-157
456,3.2545963535926853e-214
457,5.074109654599396e-58
458,0.9999999999999194
459,7.28171046076265e-79
460,1.3421387439065695e-141
461,1.4995923521819692e-190
462,1.911424475693139e-74
463,2.7546177620546786e-39
464,1.9806217034603937e-130
465,3.1607827951498404e-198
466,0.9999999999999927
467,6.426745821315837e-69
468,4.606621411833898e-168
469,6.420833825511072e-105
470,1.0
471,2.770266156612548e-100
472,2.5978558826874696e-160
473,1.95027024607221e-95
474,2.066937641543575e-08
475,3.042467934820629e-146
476,1.0
477,1.5815449704200372e-141
478,3.324475899643572e-97
479,3.226697707171547e-06
480,2.2500365681014094e-15
481,9.557820623127796e-49
482,7.230669293653911e-33
483,5.100336997976286e-200
484,5.336447833498428e-07
485,0.999999999265188
486,9.904668159444744e-73
487,5.322239625981372e-202
488,4.278202860317117e-85
489,5.054039177503275e-85
490,8.001071391690819e-86
491,2.0735184780373253e-23
492,1.9559695900840104e-124
493,3.822051061376477e-99
494,2.6401181510744036e-189
495,7.617368861286245e-228
496,1.776011178175429e-34
497,1.0
498,2.7491348327643867e-129
499,2.0682132887611223e-37
500,1.0006305648130787e-210
501,2.2870370625740945e-85
502,2.1402627522929032e-134
503,1.0
504,1.128303533392262e-51
505,0.9998918241027539
506,6.470529869344603e-112
507,4.020307068671265e-06
508,2.7491348327643867e-129
509,1.0031268011379837e-98
510,1.9105438210128723e-182
511,1.0
512,5.655462769688194e-68
513,8.261996071397281e-184
514,2.8927787485258955e-165
515,0.9998918241027539
516,0.0010930199235777349
517,5.387748503166847e-49
518,1.9593934655583915e-189
519,1.2209237572338447e-141
520,2.570024502469428e-85
521,1.6030844831908584e-136
522,2.3645507992708995e-85
523,1.34794427150901e-138
524,7.528394873758498e-141
525,1.193791072304456e-116
526,5.292441938540188e-36
527,1.0
528,1.0727446549516106e-97
529,1.829123934105406e-32
530,3.1607827951498404e-198
531,1.0
532,1.036922834050974e-55
533,2.5275487504067583e-85
534,5.655379918301741e-68
535,1.6942692448063345e-224
536,1.3915591513771028e-248
537,2.088974695720037e-160
538,0.9928265107127044
539,1.2821712276575242e-166
540,1.6787308774155407e-51
541,8.188563359793249e-200
542,3.141504439850019e-51
543,9.145438234755844e-69
544,2.2193045023510594e-141
545,6.0465861157738844e-06
546,1.4084993278335545e-124
547,0.9999926000651483
548,1.68332095999141e-215
549,7.329585778190431e-85
550,1.0
551,1.0
552,2.285462789425116e-236
553,9.392158862718253e-134
554,6.470529869344603e-112
555,1.1041038309372393e-98
556,1.1998958820703627e-125
557,2.993087283674143e-71
558,4.905131577678063e-190
559,1.0528744026090177e-143
560,3.650688077193059e-87
561,1.7047203892904093e-11
562,3.264006072055276e-113
563,2.1933105533096706e-218
564,3.95601215902024e-58
565,7.853229766509535e-102
566,1.7797402329316813e-76
567,0.0014859411400388477
568,4.259257487511831e-127
569,4.420390298985977e-108
570,7.655484351056979e-203
571,6.470529869344603e-112
572,5.547163500560316e-134
573,1.5327951221311615e-199
574,1.005324331522693e-129
575,3.9213632410214143e-128
576,9.124668588993224e-55
577,1.2625995973380935e-197
578,2.0235882462758777e-194
579,1.0
580,1.7754289489682393e-157
581,3.3255838824326654e-73
582,2.573208628934857e-130
583,2.590075918481448e-203
584,1.4717695925356601e-161
585,4.406460082316012e-34
586,1.0
587,2.85912877317523e-73
588,1.3434039787015477e-194
589,1.0
590,7.655484351056979e-203
591,1.420295807791058e-109
592,1.5966327208291826e-132
593,6.470529869344603e-112
594,1.8849830591024353e-191
595,1.7862930401429707e-30
596,1.4739639107711877e-177
597,2.699029078221034e-188
598,2.0803921657838705e-240
599,1.4887363300266939e-105
600,1.4706955946043385e-178
601,0.9999999999999927
602,1.4038492007717628e-147
603,9.064878550298974e-204
604,5.672075321097554e-124
605,2.379999027236653e-93
606,6.304858627487831e-190
607,8.801722939122381e-144
608,3.264006072055276e-113
609,3.2593976688295634e-63
610,1.0
611,1.0
612,3.401329613760539e-72
613,2.1305285507540027e-74
614,9.392158862718253e-134
615,1.9030621534661407e-35
616,9.214787315739904e-169
617,4.9358885337482646e-204
618,3.993615799616377e-18
619,2.6667910813786195e-65
620,5.0113607253679495e-17
621,6.470529869344603e-112
622,9.372727491137141e-190
623,2.5257159356401586e-188
624,2.699029078221034e-188
625,2.993087283674143e-71
626,1.0
627,1.0
628,3.2221440502150586e-98
629,3.3472601372739196e-126
630,2.739590996364941e-188
631,3.1607827951498404e-198
632,1.0682109488167838e-72
633,9.714627013319669e-194
634,3.1607827951498404e-198
635,8.492429605102894e-182
636,4.159350072579528e-112
637,5.100336997976286e-200
638,4.090923627367854e-09
639,5.100336997976286e-200
640,3.415342373139671e-75
641,2.476630094476592e-168
642,3.507723240734759e-67
643,7.461130333897655e-112
644,3.644680245351067e-198
645,1.7857554894552729e-37
646,0.9999997350607936
647,1.0712142372896326e-10
648,3.1607827951498404e-198
649,3.401329613760539e-72
650,1.0
651,2.5275487504067583e-85
652,2.866279394399402e-195
653,1.8716898466300894e-15
654,0.9999999999806608
655,1.0
656,0.9979241185032796
657,2.020452265445479e-148
658,1.0835253229649364e-78
659,1.62995399788905e-95
660,0.00018489502753653327
661,1.6883993366866787e-210
662,4.2196205891335735e-173
663,6.980480127116933e-141
664,3.271145873695261e-236
665,1.1675981425763216e-189
666,4.781051670790969e-174
667,5.100336997976286e-200
668,2.456727599326559e-221
669,2.993087283674143e-71
670,6.86406810862664e-114
671,4.817434201588229e-74
672,1.2841549075636413e-165
673,2.699029078221034e-188
674,1.0182195569833998e-219
675,3.364715198293889e-08
676,1.0371985648389814e-173
677,3.9213632410214143e-128
678,1.0
679,5.100336997976286e-200
680,5.336447833498428e-07
681,2.5092678465025772e-129
682,8.042909369383075e-22
683,1.0035039105242387e-73
684,2.4590184735660844e-202
685,5.7162230439891516e-33
686,7.16903374279669e-169
687,5.318262903497168e-153
688,0.9999856397242063
689,3.6850630697783337e-68
690,1.2832416400920678e-198
691,3.401329613760539e-72
692,3.527113585533462e-78
693,7.222216883762159e-198
694,0.007292616025605776
695,1.0
696,0.00014621561597942423
697,2.005761375435466e-248
698,7.16903374279669e-169
699,1.5327951221311615e-199
700,1.0477151553435307e-193
701,0.9999999952661167
702,1.3107294501794551e-65
703,1.0
704,1.0
705,3.401329613760539e-72
706,5.464576706758889e-30
707,1.0
708,6.844843412533933e-220
709,6.859462558479254e-115
710,0.9999999926227019
711,3.4738997385382597e-25
712,1.5802435444842358e-144
713,3.1607827951498404e-198
714,2.699029078221034e-188
715,1.6702755410486236e-67
716,0.0002568819632190511
717,5.336447833498428e-07
718,2.993087283674143e-71
719,1.442178773951999e-38
720,5.656078674385292e-190
721,3.1607827951498404e-198
722,4.0487371486845603e-81
723,5.336447833498428e-07
724,3.9513343774842727e-44
725,7.52853441364074e-110
726,5.271885117838899e-51
727,7.16903374279669e-169
728,6.709032668044387e-89
729,1.0
730,0.0006295897018718525
731,1.5281714359136428e-198
732,3.264006072055276e-113
733,9.689135015248105e-141
734,5.924169681777845e-132
735,1.0
736,3.9405388156151273e-171
737,4.7877867909061214e-118
738,1.1691520252085472e-190
739,4.779534138460787e-221
740,2.556014998735356e-143
741,2.5275487504067583e-85
742,0.5887249791296842
743,1.0
744,0.9999856397242063
745,4.2508352289204195e-122
746,1.0
747,5.960043492041791e-149
748,0.0010930199235777349
749,4.020307068671265e-06
750,1.8932048672712229e-181
751,5.235812086028708e-65
752,0.9999856397242063
753,5.957830933777177e-88
754,1.006086350181785e-42
755,5.672075321097554e-124
756,1.635761708977025e-35
757,1.0298219940272496e-219
758,3.0727306423823086e-136
759,1.5701169463091039e-193
760,1.1427301557918187e-96
761,2.3645507992708995e-85
762,5.336447833498428e-07
763,1.0031268011379837e-98
764,4.905131577678063e-190
765,4.553320135676458e-191
766,0.9999999999999998
767,1.829123934105406e-32
768,2.002127173686613e-30
769,1.7028405543379996e-142
770,1.0432321115285104e-63
771,1.1691520252085472e-190
772,5.100336997976286e-200
773,1.7734696800451517e-153
774,1.5493667002790445e-69
775,3.112234721764221e-188
776,3.644680245351067e-198
777,3.1607827951498404e-198
778,4.5431034913972544e-58
779,1.398534802530474e-240
780,5.655379918301741e-68
781,1.0
782,3.1204357809517607e-193
783,0.9999999999999958
784,1.7754289489682393e-157
785,1.2625995973380935e-197
786,2.1103473325652935e-99
787,2.85912877317523e-73
788,8.050818988549879e-123
789,6.245888900045726e-142
790,2.406714736104989e-12
791,5.00581614310729e-96
792,6.876486573446476e-183
793,0.9999999986128432
794,1.1309681084595461e-125
795,1.1532980047328752e-178
796,3.7602784150716356e-149
797,3.1607827951498404e-198
798,3.264006072055276e-113
799,3.817501547303361e-250
800,1.7028405543379996e-142
801,2.9491402415856586e-54
802,3.015836779834513e-147
803,1.194452000619628e-77
804,0.9999999999646487
805,1.398534802530474e-240
806,5.100336997976286e-200
807,6.561360688767412e-111
808,0.9982466009499178
809,3.7637064051918944e-113
810,1.1943865195378468e-122
811,6.415796695086395e-81
812,1.605999642628058e-114
813,1.821927569626583e-123
814,1.9474313605385108e-13
815,4.445564447661304e-249
816,1.6910899792232413e-110
817,0.9976013003643992
818,0.9998918241027539
819,3.689546615847151e-182
820,4.466938739903622e-205
821,4.445564447661304e-249
822,1.3877089929838917e-194
823,1.975297986458302e-09
824,3.9488942557489466e-199
825,3.7719392689091457e-236
826,2.088974695720037e-160
827,8.407722670605735e-144
828,1.821927569626583e-123
829,5.023244686996134e-224
830,5.100336997976286e-200
831,4.518074474509257e-127
832,1.112613968396385e-16
833,1.0
834,0.9998918241027539
835,1.2034308666250979e-31
836,6.059031359275383e-215
837,3.1200367567155756e-70
838,5.374196969997847e-139
839,0.00030855040401975737
840,1.1269831319784763e-188
841,5.100336997976286e-200
842,4.351893111591408e-162
843,4.7325704665866655e-197
844,3.8242689819089294e-190
845,6.4122036017920015e-177
846,6.1007915942844526e-148
847,1.0224083090790912e-223
848,1.033804042122449e-33
849,1.0004994261540123e-116
850,0.9999999790960934
851,1.161857007329619e-74
852,1.8593359816089968e-37
853,6.371264482180733e-23
854,7.536597084063584e-125
855,1.8435139067318714e-85
856,1.1527037113761762e-70
857,1.1709454801890366e-115
858,4.197323844812457e-105
859,1.0
860,1.413457750558478e-127
861,1.1707354261925167e-32
862,0.0004909255551831768
863,2.9861370578191403e-167
864,1.0
865,7.163142603053584e-143
866,7.9844186491569e-74
867,0.0003027253019004997
868,8.967853836230093e-12
869,1.1330019625366064e-50
870,5.043997287920045e-86
871,8.233372838129693e-84
872,1.3636893140748333e-51
873,1.2652302717614987e-147
874,1.0
875,5.1134167746556223e-113
876,1.0
877,9.922108572880192e-27
878,7.820843640506887e-99
879,5.684287821534859e-189
880,5.83476231634497e-139
881,0.9999999999991978
882,1.0
883,4.5686444423917753e-23
884,6.670179907379559e-111
885,7.700890191248032e-43
886,0.9998612543235228
887,1.0
888,2.7347843731059756e-67
889,1.0078946317541704e-102
890,2.5121335383855638e-98
891,3.264998785270445e-144
892,5.8937480662984185e-167
893,9.573384501301097e-196
894,4.851039259003814e-102
895,2.4607641254498005e-219
896,9.629673355704974e-127
897,3.26200079634475e-165
898,8.011050988860698e-108
899,2.3992065767986672e-17
900,2.5698544946444115e-63
901,1.0904743132323596e-235
902,1.8845694566065465e-135
903,1.6806650953430884e-117
904,9.528266118294463e-119
905,1.2079584246921208e-69
906,3.937753624569424e-102
907,1.3276137877169208e-142
908,3.657991607610301e-133
909,1.0
910,2.5425240761659255e-18
911,1.1210767828733966e-21
912,2.9282270539539818e-174
913,8.991648269882286e-179
914,1.0
915,2.4642934466938147e-198
916,1.1914336096505299e-198
917,1.0
918,6.051415294346892e-189
919,3.6862559060020433e-85
920,4.1605437081201247e-07
921,1.8593359816089968e-37
922,1.1793940706234675e-212
923,3.1061941699480068e-177
924,3.3168305921027874e-189
925,1.0903628538277e-240
926,3.139871923762909e-193
927,4.355786824689354e-84
928,2.0074795460835446e-83
929,6.910862707419276e-128
930,9.820514678128677e-103
931,6.441500408044082e-237
932,1.0516595215913297e-165
933,9.843814381339078e-198
934,3.181007165155964e-52
935,8.328269961779645e-73
936,1.0078946317541704e-102
937,3.549980399875367e-191
938,3.480251979236711e-98
939,1.9705946993206423e-85
940,3.549980399875367e-191
941,3.67640457539134e-102
942,3.4562153904037995e-147
943,7.6903205268103e-189
944,2.4642934466938147e-198
945,2.5447711198873657e-113
946,1.0189596649532322e-61
947,9.308726240757024e-200
948,8.786485268555306e-189
949,1.3276137877169208e-142
950,8.867728605923681e-119
951,3.9764602171740506e-200
952,0.00011922169493204335
953,3.6862559060020433e-85
954,1.0294252288087099e-50
955,1.52331588197387e-111
956,0.004196382235549522
957,2.4642934466938147e-198
958,7.560983791292146e-174
959,9.115253595822111e-191
960,3.134421370213059e-06
961,0.0012209855130291144
962,1.1950384507242204e-199
963,2.5348538507002075e-51
964,0.0019768840547444502
965,7.451722010885885e-49
966,5.70874081746171e-131
967,4.50360451050177e-40
968,0.9999520393230608
969,8.554124726375954e-97
970,1.5782147059186e-135
971,1.5366676530002932e-142
972,1.062935070740342e-171
973,1.8607694052663774e-166
974,2.784355424017582e-125
975,3.8337246566886517e-144
976,2.9279110184937557e-190
977,1.0
978,2.999461440837494e-196
979,2.8388364991624087e-106
980,8.08433324997807e-56
981,1.7741991409442934e-126
982,1.193744093592704e-84
983,2.5614071187511066e-128
984,4.65604864533954e-84
985,7.97374624719118e-149
986,4.9978285019089594e-148
987,1.148717145973445e-92
988,1.1868558232019971e-212
989,1.5609515722289594e-30
990,2.7960601215789054e-189
991,1.0
992,9.966232524730612e-228
993,7.295113187675069e-179
994,1.6889301934788997e-13
995,9.996403924699333e-167
996,2.146148961996495e-58
997,3.8242689819089294e-190
998,1.0561170209908204e-128
999,6.415825659107976e-13
1000,4.0525684561126e-51
1001,1.0
1002,0.9999999999754152
1003,1.148717145973445e-92
1004,1.0404163161803192e-168
1005,1.980809730701879e-244
1006,1.1221669886720993e-20
1007,4.1423010614215165e-164
1008,3.528927754654657e-75
1009,9.311993463874987e-123
1010,2.913469653089417e-128
1011,2.663800904596214e-225
1012,1.0
1013,2.5447711198873657e-113
1014,1.360411919385604e-127
1015,5.0447263817463885e-112
1016,1.0
1017,5.3501287581850715e-166
1018,1.0
1019,0.9999842310705749
1020,2.9818198705606454e-196
1021,0.006907292650764266
1022,2.469610878304297e-168
1023,2.1433535271244184e-129
1024,1.9452356360229047e-84
1025,5.706836623939224e-67
1026,1.8435139067318714e-85
1027,2.2960612669182676e-24
1028,5.509785077239094e-42
1029,1.1950384507242204e-199
1030,1.1781983717737616e-40
1031,2.2213331312980284e-141
1032,3.43024197412435e-114
1033,5.0447263817463885e-112
1034,3.9764602171740506e-200
1035,0.0002002884773446865
1036,1.3746726565467842e-169
1037,1.0428239343202556e-170
1038,0.5274180732800213
1039,1.161857007329619e-74
1040,8.270620712092142e-141
1041,8.22948817303192e-52
1042,8.255495476169133e-62
1043,6.9926710723185e-107
1044,1.8435139067318714e-85
1045,6.270675291401389e-168
1046,2.5381807850733155e-06
1047,8.608389064232227e-162
1048,1.3399541186022462e-154
1049,4.7033990720601116e-150
1050,1.0985962665064212e-130
1051,4.991494337356685e-207
1052,7.271620898764661e-198
1053,1.0044523062739624e-165
1054,7.712354160676494e-149
1055,3.9764602171740506e-200
1056,1.6642014667472704e-149
1057,2.8415624312101e-198
1058,3.480251979236711e-98
1059,2.1433535271244184e-129
1060,4.189974203456654e-139
1061,1.834011956324492e-102
1062,5.2506529253298194e-49
1063,0.9999994006844154
1064,1.1176138079641449e-41
1065,9.271627984024355e-188
1066,1.6286619443990486e-160
1067,2.1567413779297776e-163
1068,1.3842070801975205e-157
1069,1.1914336096505299e-198
1070,1.3075558285218672e-165
1071,7.114016515659264e-55
1072,9.661176466981861e-171
1073,7.492116562005176e-157
1074,2.4642934466938147e-198
1075,4.1605437081201247e-07
1076,3.9764602171740506e-200
1077,4.139883241094668e-199
1078,7.891577145458199e-52
1079,4.189974203456654e-139
1080,1.0363754075298311e-199
1081,0.9999654742138138
1082,2.861742649516065e-96
1083,3.5687778570765913e-22
1084,1.4768021291854442e-111
1085,3.9764602171740506e-200
1086,0.996595532000014
1087,1.0
1088,1.6438666156565062e-165
1089,1.3276137877169208e-142
1090,2.5447711198873657e-113
1091,3.2631774958604745e-142
1092,5.702682493809565e-74
1093,3.211785181563882e-181
1094,1.9840220605150665e-113
1095,8.8379163515322765e-75
1096,2.5878285117699e-126
1097,1.0784117759247292e-122
